suburb_name,suburb_postcode,suburb_region_name,suburb_property_count,suburb_council_area,suburb_description_wordcount,suburb_neighborhoods_overview_wordcount,suburb_transit_wordcount,suburb_rental_dailyprice
Williamstown North,3016.0,Western Metropolitan,802.0,['Hobsons Bay'],"[('williamstown', 61), ('walk', 49), ('home', 32), ('apartment', 31), ('train', 31), ('melbourne', 30), ('bedroom', 28), ('beach', 26), ('house', 25), (""'s"", 21)]","[('williamstown', 42), ('city', 21), ('•', 21), ('melbourne', 20), ('close', 13), (""'s"", 13), ('beach', 10), ('walk', 10), ('town', 10), ('views', 10)]","[('train', 30), ('walk', 30), ('station', 22), ('williamstown', 21), ('bus', 18), ('city', 15), ('minute', 13), ('car', 12), ('parking', 10), ('min', 10)]",177.91176470588235
Windsor,3181.0,Southern Metropolitan,4380.0,"['Port Phillip', 'Stonnington']","[('apartment', 412), ('street', 343), ('chapel', 334), ('bedroom', 273), ('prahran', 249), ('walk', 230), ('melbourne', 224), ('kitchen', 222), ('st', 210), ('room', 200)]","[('street', 254), ('chapel', 228), ('prahran', 209), ('melbourne', 159), ('walk', 154), ('st', 152), ('restaurants', 141), ('bars', 126), ('cafes', 118), (""'s"", 113)]","[('walk', 252), ('tram', 244), ('station', 240), ('train', 220), ('street', 200), ('st', 151), ('city', 150), ('minutes', 144), ('prahran', 121), ('minute', 115)]",150.77906976744185
Yallambie,3085.0,Northern Metropolitan,1369.0,['Banyule'],,,,
Yarraville,3013.0,Western Metropolitan,6543.0,['Maribyrnong'],"[('yarraville', 97), ('village', 62), ('home', 57), ('train', 52), ('melbourne', 47), ('house', 43), ('city', 43), ('bedroom', 40), ('kitchen', 38), ('walk', 37)]","[('yarraville', 85), ('melbourne', 56), ('village', 56), ('sun', 33), ('restaurants', 32), ('cafes', 31), (""'s"", 27), ('walk', 27), ('theatre', 26), ('cbd', 25)]","[('train', 74), ('station', 55), ('yarraville', 44), ('walk', 44), ('minutes', 43), ('city', 39), ('minute', 38), ('melbourne', 30), ('bus', 22), ('williamstown', 20)]",146.83018867924528
Aberfeldie,3040.0,Western Metropolitan,1543.0,['Moonee Valley'],"[('room', 30), ('apartment', 28), ('tram', 23), ('bedroom', 22), ('close', 22), ('essendon', 22), ('train', 21), ('airport', 19), ('bed', 19), ('large', 18)]","[('great', 16), ('cafes', 16), ('street', 13), ('restaurants', 12), ('shops', 11), ('close', 11), ('essendon', 11), ('melbourne', 11), ('city', 11), ('transport', 9)]","[('train', 29), ('minutes', 28), ('melbourne', 27), ('tram', 26), ('station', 26), ('walk', 22), ('airport', 17), ('cbd', 16), ('essendon', 15), ('bus', 13)]",124.88
Bellfield,3081.0,Eastern Metropolitan,790.0,['Banyule'],"[('room', 31), ('home', 29), ('walk', 23), ('guests', 22), ('large', 22), ('access', 21), ('street', 19), ('centre', 19), ('available', 19), ('bathroom', 18)]","[('heidelberg', 24), (';', 14), ('shopping', 12), ('road', 12), ('street', 12), ('walk', 11), ('city', 10), ('west', 10), ('restaurants', 10), ('close', 10)]","[('train', 20), ('bus', 17), ('city', 15), ('station', 14), ('walk', 13), ('take', 12), ('stop', 10), ('heidelberg', 7), ('street', 7), ('car', 7)]",96.2
Brunswick East,3057.0,Northern Metropolitan,5533.0,['Moreland'],"[('room', 105), ('apartment', 103), ('brunswick', 92), ('melbourne', 86), ('city', 83), ('tram', 80), ('kitchen', 80), ('bedroom', 77), ('area', 69), ('bed', 68)]","[('brunswick', 78), ('street', 69), ('melbourne', 55), ('lygon', 54), ('great', 53), ('east', 50), ('restaurants', 49), ('bars', 48), ('cafes', 45), ('walk', 44)]","[('tram', 149), ('street', 108), ('metres', 90), ('st', 87), ('city', 79), ('melbourne', 68), ('walk', 60), ('train', 51), ('station', 50), ('nicholson', 49)]",134.7578947368421
Burnley,3121.0,Northern Metropolitan,438.0,['Yarra'],"[('apartment', 514), ('richmond', 465), ('melbourne', 443), ('bedroom', 439), ('city', 361), ('walk', 315), ('kitchen', 308), (""'s"", 299), ('street', 299), ('bed', 276)]","[('richmond', 379), ('melbourne', 320), ('walk', 310), ('street', 295), ('restaurants', 232), (""'s"", 232), ('bridge', 194), ('cafes', 194), ('city', 181), ('bars', 167)]","[('tram', 432), ('walk', 393), ('station', 336), ('train', 286), ('street', 273), ('richmond', 256), ('city', 246), ('melbourne', 211), ('trams', 176), ('st', 171)]",161.01492537313433
Campbellfield,3061.0,Northern Metropolitan,1889.0,['Hume'],,,,
Carlton,3053.0,Northern Metropolitan,6786.0,['Melbourne'],"[('melbourne', 565), ('room', 359), ('apartment', 345), ('street', 297), ('carlton', 292), ('city', 239), ('lygon', 228), ('kitchen', 222), (""'s"", 222), ('bedroom', 202)]","[('melbourne', 564), ('street', 297), ('carlton', 289), (""'s"", 184), ('walk', 165), ('lygon', 155), ('restaurants', 150), ('city', 140), ('cbd', 130), ('away', 115)]","[('melbourne', 404), ('tram', 327), ('street', 284), ('walk', 230), ('meters', 205), ('city', 178), ('central', 145), ('st', 128), ('station', 125), ('away', 117)]",116.48226950354609
East Melbourne,3002.0,Northern Metropolitan,3040.0,['Melbourne'],"[('melbourne', 296), ('apartment', 258), ('walk', 145), ('bedroom', 140), ('city', 129), ('kitchen', 119), ('east', 114), ('•', 108), (""'s"", 106), ('gardens', 103)]","[('melbourne', 234), ('walk', 126), ('gardens', 119), (""'s"", 108), ('fitzroy', 99), ('minutes', 92), ('east', 81), ('street', 78), ('restaurants', 78), ('city', 74)]","[('walk', 158), ('tram', 146), ('street', 105), ('station', 99), ('train', 79), ('melbourne', 63), ('cbd', 59), ('stop', 55), ('minutes', 54), ('city', 53)]",178.61194029850745
Essendon West,3040.0,Western Metropolitan,588.0,['Moonee Valley'],"[('room', 30), ('apartment', 28), ('tram', 23), ('bedroom', 22), ('close', 22), ('essendon', 22), ('train', 21), ('airport', 19), ('bed', 19), ('large', 18)]","[('great', 16), ('cafes', 16), ('street', 13), ('restaurants', 12), ('shops', 11), ('close', 11), ('essendon', 11), ('melbourne', 11), ('city', 11), ('transport', 9)]","[('train', 29), ('minutes', 28), ('melbourne', 27), ('tram', 26), ('station', 26), ('walk', 22), ('airport', 17), ('cbd', 16), ('essendon', 15), ('bus', 13)]",124.88
Fawkner,3060.0,Northern Metropolitan,5070.0,"['Moreland', 'Hume']",,,,
Hawthorn East,3123.0,Southern Metropolitan,6482.0,['Boroondara'],"[('apartment', 55), ('bedroom', 54), ('kitchen', 37), ('bathroom', 35), ('walk', 33), ('station', 32), ('city', 31), ('camberwell', 30), ('bed', 29), ('large', 29)]","[('camberwell', 34), ('shops', 32), ('shopping', 30), ('restaurants', 28), ('cafes', 23), ('walk', 22), ('great', 20), ('away', 16), ('road', 16), ('hawthorn', 15)]","[('tram', 45), ('walk', 44), ('station', 43), ('train', 38), ('minutes', 36), ('camberwell', 31), ('city', 31), ('road', 26), ('minute', 21), ('melbourne', 18)]",143.8181818181818
Heidelberg,3084.0,Eastern Metropolitan,2890.0,['Banyule'],"[('heidelberg', 40), ('walk', 39), ('stay', 33), ('house', 31), ('apartment', 30), ('bedroom', 27), ('station', 24), ('access', 24), ('restaurants', 24), ('guests', 23)]","[('rosanna', 16), ('cafes', 13), ('restaurants', 13), ('shops', 12), ('walk', 11), ('away', 11), ('parklands', 11), ('heidelberg', 11), ('hospital', 10), ('walking', 10)]","[('train', 39), ('station', 29), ('walk', 22), ('melbourne', 20), ('bus', 19), ('min', 16), ('heidelberg', 15), ('access', 14), ('city', 14), ('transport', 13)]",116.09375
Ivanhoe East,3079.0,Eastern Metropolitan,1554.0,['Banyule'],"[('ivanhoe', 45), ('house', 38), ('room', 36), ('walk', 28), ('quiet', 27), ('city', 25), ('access', 23), ('train', 23), ('bedroom', 21), ('bathroom', 21)]","[('ivanhoe', 30), ('shops', 17), ('city', 16), ('walk', 16), ('quiet', 15), ('shopping', 13), ('nearby', 13), ('leafy', 12), ('close', 12), ('melbourne', 11)]","[('walk', 35), ('station', 35), ('train', 28), ('bus', 22), ('min', 20), ('minutes', 19), ('minute', 16), ('ivanhoe', 15), ('take', 15), ('heidelberg', 14)]",134.34615384615384
Jacana,3047.0,Northern Metropolitan,851.0,['Hume'],,,,
Kingsbury,3083.0,Northern Metropolitan,1414.0,['Darebin'],"[('tram', 42), ('stop', 36), ('close', 29), ('rmit', 27), ('room', 27), ('shopping', 27), ('walk', 27), ('university', 26), ('bundoora', 25), ('house', 25)]","[('bundoora', 23), ('shopping', 17), ('close', 13), ('university', 12), ('park', 9), ('melbourne', 8), ('rmit', 8), ('walk', 8), ('centre', 7), ('minute', 7)]","[('stop', 37), ('tram', 36), ('take', 23), ('bus', 18), ('min', 18), ('mins', 17), ('walk', 16), ('bundoora', 15), ('city', 11), ('university', 10)]",77.1923076923077
Kingsville,3012.0,Western Metropolitan,1808.0,['Maribyrnong'],"[('melbourne', 35), ('house', 35), ('home', 34), ('room', 33), ('kitchen', 33), ('bed', 32), ('bedroom', 32), ('train', 31), ('living', 30), ('footscray', 28)]","[('footscray', 32), (""'s"", 27), ('restaurants', 18), ('cafes', 17), ('melbourne', 17), ('great', 14), ('neighbourhood', 13), ('away', 13), ('shopping', 12), ('drive', 12)]","[('city', 35), ('station', 34), ('bus', 32), ('train', 31), ('footscray', 29), ('walk', 25), ('away', 23), ('minutes', 21), ('mins', 20), ('drive', 17)]",118.43243243243244
Murrumbeena,3163.0,Southern Metropolitan,4442.0,['Glen Eira'],"[('room', 111), ('train', 105), ('walk', 85), ('bedroom', 82), ('house', 79), ('apartment', 75), ('station', 72), ('shopping', 70), ('kitchen', 69), ('carnegie', 63)]","[('shopping', 68), ('away', 44), ('chadstone', 43), ('walk', 40), ('carnegie', 38), ('minutes', 36), ('centre', 33), ('walking', 33), ('restaurants', 33), ('distance', 31)]","[('train', 99), ('station', 80), ('walk', 74), ('minutes', 49), ('bus', 39), ('minute', 37), ('city', 35), ('away', 35), ('melbourne', 32), ('tram', 31)]",97.29545454545455
Ormond,3204.0,Southern Metropolitan,3578.0,['Glen Eira'],"[('station', 43), ('home', 39), ('train', 39), ('bedroom', 38), ('room', 36), ('available', 35), ('living', 32), ('walk', 32), ('kitchen', 31), ('area', 27)]","[('cafes', 20), ('shopping', 19), ('restaurants', 19), ('centre', 18), ('drive', 17), ('beach', 16), ('melbourne', 16), ('close', 15), ('road', 15), ('minutes', 14)]","[('station', 35), ('train', 34), ('bus', 21), ('city', 18), ('walk', 15), ('parking', 15), ('street', 12), ('shopping', 12), ('transport', 12), ('away', 12)]",151.0487804878049
West Footscray,3012.0,Western Metropolitan,5058.0,['Maribyrnong'],"[('melbourne', 35), ('house', 35), ('home', 34), ('room', 33), ('kitchen', 33), ('bed', 32), ('bedroom', 32), ('train', 31), ('living', 30), ('footscray', 28)]","[('footscray', 32), (""'s"", 27), ('restaurants', 18), ('cafes', 17), ('melbourne', 17), ('great', 14), ('neighbourhood', 13), ('away', 13), ('shopping', 12), ('drive', 12)]","[('city', 35), ('station', 34), ('bus', 32), ('train', 31), ('footscray', 29), ('walk', 25), ('away', 23), ('minutes', 21), ('mins', 20), ('drive', 17)]",118.43243243243244
Albion,3020.0,Western Metropolitan,2185.0,['Brimbank'],"[('sunshine', 31), ('walk', 24), ('station', 23), ('room', 23), ('home', 22), ('mins', 21), ('•', 19), ('train', 17), ('guests', 17), ('minutes', 17)]","[('sunshine', 21), ('centre', 12), ('shopping', 12), ('station', 12), ('walk', 10), ('minutes', 10), ('food', 10), ('new', 9), ('vietnamese', 8), ('big', 8)]","[('station', 24), ('bus', 17), ('mins', 16), ('sunshine', 15), ('train', 15), ('melbourne', 15), ('airport', 14), ('walk', 12), ('city', 12), ('minutes', 10)]",85.0952380952381
Brooklyn,3012.0,Western Metropolitan,962.0,"['Hobsons Bay', 'Brimbank']","[('melbourne', 35), ('house', 35), ('home', 34), ('room', 33), ('kitchen', 33), ('bed', 32), ('bedroom', 32), ('train', 31), ('living', 30), ('footscray', 28)]","[('footscray', 32), (""'s"", 27), ('restaurants', 18), ('cafes', 17), ('melbourne', 17), ('great', 14), ('neighbourhood', 13), ('away', 13), ('shopping', 12), ('drive', 12)]","[('city', 35), ('station', 34), ('bus', 32), ('train', 31), ('footscray', 29), ('walk', 25), ('away', 23), ('minutes', 21), ('mins', 20), ('drive', 17)]",118.43243243243244
Glen Huntly,3163.0,Southern Metropolitan,2403.0,['Glen Eira'],"[('room', 111), ('train', 105), ('walk', 85), ('bedroom', 82), ('house', 79), ('apartment', 75), ('station', 72), ('shopping', 70), ('kitchen', 69), ('carnegie', 63)]","[('shopping', 68), ('away', 44), ('chadstone', 43), ('walk', 40), ('carnegie', 38), ('minutes', 36), ('centre', 33), ('walking', 33), ('restaurants', 33), ('distance', 31)]","[('train', 99), ('station', 80), ('walk', 74), ('minutes', 49), ('bus', 39), ('minute', 37), ('city', 35), ('away', 35), ('melbourne', 32), ('tram', 31)]",97.29545454545455
Oakleigh,3166.0,Southern Metropolitan,3224.0,['Monash'],"[('room', 55), ('bus', 46), ('train', 41), ('shopping', 37), ('minutes', 36), ('monash', 34), ('oakleigh', 33), ('station', 32), ('kitchen', 30), ('house', 30)]","[('oakleigh', 32), ('shopping', 27), ('centre', 25), ('monash', 21), ('chadstone', 20), ('shops', 19), ('restaurants', 17), ('away', 16), ('cafes', 16), ('short', 15)]","[('bus', 63), ('chadstone', 54), ('minutes', 53), ('train', 43), ('walk', 39), ('station', 38), ('monash', 30), ('dandenong', 27), ('oakleigh', 24), ('clayton', 19)]",89.71794871794872
Ripponlea,3185.0,Southern Metropolitan,821.0,['Port Phillip'],"[('apartment', 83), ('walk', 53), ('train', 51), ('melbourne', 50), ('close', 48), ('room', 48), ('kitchen', 47), ('large', 44), ('access', 43), ('elsternwick', 43)]","[('walk', 42), ('melbourne', 31), ('ripponlea', 28), ('st', 27), ('restaurants', 27), ('beach', 25), ('train', 25), ('elsternwick', 24), ('road', 24), ('street', 23)]","[('walk', 56), ('train', 54), ('station', 47), ('tram', 45), ('city', 45), ('bus', 31), ('minutes', 27), ('elsternwick', 25), ('min', 25), ('st', 24)]",139.16666666666666
Cremorne,3121.0,Northern Metropolitan,1123.0,['Yarra'],"[('apartment', 514), ('richmond', 465), ('melbourne', 443), ('bedroom', 439), ('city', 361), ('walk', 315), ('kitchen', 308), (""'s"", 299), ('street', 299), ('bed', 276)]","[('richmond', 379), ('melbourne', 320), ('walk', 310), ('street', 295), ('restaurants', 232), (""'s"", 232), ('bridge', 194), ('cafes', 194), ('city', 181), ('bars', 167)]","[('tram', 432), ('walk', 393), ('station', 336), ('train', 286), ('street', 273), ('richmond', 256), ('city', 246), ('melbourne', 211), ('trams', 176), ('st', 171)]",161.01492537313433
Docklands,3008.0,Southern Metropolitan,4707.0,['Melbourne'],"[('apartment', 724), ('free', 534), ('melbourne', 508), ('bedroom', 424), ('tram', 405), ('docklands', 355), ('living', 330), ('city', 329), ('bed', 301), ('harbour', 300)]","[('melbourne', 413), ('docklands', 298), ('harbour', 232), ('walk', 229), ('cbd', 184), ('tram', 172), (""'s"", 170), ('restaurants', 165), ('shopping', 156), ('city', 148)]","[('tram', 565), ('free', 332), ('station', 315), ('melbourne', 273), ('cross', 250), ('southern', 248), ('walk', 222), ('city', 198), ('take', 185), ('airport', 161)]",165.96901408450705
South Kingsville,3015.0,Western Metropolitan,984.0,['Hobsons Bay'],"[('newport', 40), ('house', 39), ('train', 38), ('home', 38), ('bedroom', 37), ('walk', 35), ('area', 35), ('minutes', 34), ('williamstown', 33), ('access', 33)]","[('williamstown', 31), ('newport', 27), ('cafes', 24), ('minute', 21), ('walk', 20), ('great', 18), ('restaurants', 16), ('city', 16), ('melbourne', 14), ('suburb', 11)]","[('train', 43), ('station', 35), ('minutes', 30), ('bus', 26), ('walk', 25), ('newport', 24), ('minute', 21), ('city', 20), ('melbourne', 20), ('williamstown', 17)]",120.45714285714286
Strathmore Heights,3041.0,Western Metropolitan,389.0,['Moonee Valley'],,,,
Travancore,3032.0,Western Metropolitan,1052.0,['Moonee Valley'],"[('apartment', 95), ('melbourne', 89), ('city', 79), ('walk', 79), ('room', 73), ('tram', 72), ('access', 71), ('bedroom', 69), ('close', 68), ('kitchen', 63)]","[('shopping', 57), ('melbourne', 53), ('river', 48), ('centre', 44), ('walk', 40), ('maribyrnong', 36), ('highpoint', 32), ('away', 31), (""'s"", 30), ('racecourse', 30)]","[('tram', 110), ('station', 78), ('walk', 70), ('train', 67), ('city', 66), ('melbourne', 61), ('minutes', 57), ('cbd', 43), ('bus', 36), ('min', 36)]",111.68181818181819
Caulfield East,3145.0,Southern Metropolitan,608.0,['Glen Eira'],"[('room', 120), ('shopping', 76), ('kitchen', 74), ('apartment', 61), ('private', 60), ('house', 59), ('bed', 54), ('walk', 54), ('chadstone', 54), ('station', 52)]","[('shopping', 49), ('malvern', 40), ('restaurants', 32), ('walk', 29), ('away', 29), ('golf', 27), ('parks', 26), ('chadstone', 26), ('around', 26), ('’', 26)]","[('station', 63), ('walk', 58), ('train', 47), ('bus', 44), ('minute', 31), ('melbourne', 29), ('around', 26), ('city', 25), ('car', 24), ('malvern', 23)]",124.62121212121212
Seaholme,3018.0,Western Metropolitan,852.0,['Hobsons Bay'],"[('beach', 30), ('walk', 26), ('train', 24), ('room', 23), ('station', 22), ('bed', 18), ('mins', 18), ('close', 17), ('kitchen', 15), ('away', 15)]","[('beach', 16), ('williamstown', 8), ('altona', 7), ('also', 7), ('area', 6), ('walking', 6), ('train', 6), ('away', 5), ('shopping', 5), ('great', 5)]","[('train', 29), ('station', 25), ('airport', 15), ('walk', 11), ('melbourne', 11), ('bus', 9), ('seaholme', 9), ('travel', 8), ('mins', 8), ('minutes', 7)]",82.16666666666667
Keilor Park,3042.0,Western Metropolitan,1119.0,['Brimbank'],"[('min', 30), ('airport', 26), ('walk', 25), ('bedroom', 22), ('home', 20), ('room', 19), ('available', 18), ('tram', 18), ('house', 17), ('distance', 17)]","[('shops', 12), ('shopping', 12), ('quiet', 10), ('keilor', 8), ('tram', 8), ('also', 7), ('airport', 7), ('walk', 7), ('road', 6), ('west', 6)]","[('tram', 22), ('take', 14), ('city', 14), ('bus', 13), ('transport', 11), ('train', 10), ('stop', 10), ('cbd', 9), ('get', 9), ('minute', 8)]",75.10526315789474
Gardenvale,3185.0,Southern Metropolitan,534.0,['Glen Eira'],"[('apartment', 83), ('walk', 53), ('train', 51), ('melbourne', 50), ('close', 48), ('room', 48), ('kitchen', 47), ('large', 44), ('access', 43), ('elsternwick', 43)]","[('walk', 42), ('melbourne', 31), ('ripponlea', 28), ('st', 27), ('restaurants', 27), ('beach', 25), ('train', 25), ('elsternwick', 24), ('road', 24), ('street', 23)]","[('walk', 56), ('train', 54), ('station', 47), ('tram', 45), ('city', 45), ('bus', 31), ('minutes', 27), ('elsternwick', 25), ('min', 25), ('st', 24)]",139.16666666666666
Princes Hill,3054.0,Northern Metropolitan,1008.0,['Yarra'],"[('melbourne', 112), ('apartment', 104), ('house', 103), ('bedroom', 102), ('room', 93), ('kitchen', 90), ('carlton', 84), ('bed', 82), ('restaurants', 68), ('city', 65)]","[('carlton', 90), ('melbourne', 89), ('walk', 76), ('restaurants', 65), ('cafes', 64), ('st', 63), ('north', 63), ('city', 53), (""'s"", 52), ('lygon', 49)]","[('tram', 96), ('st', 84), ('city', 78), ('trams', 69), ('walk', 55), ('street', 51), ('get', 50), ('melbourne', 48), ('around', 46), ('stop', 38)]",140.32978723404256
Bayswater,3153.0,Eastern Metropolitan,5030.0,['Knox'],,,,
Bayswater North,3153.0,Eastern Metropolitan,3598.0,['Maroondah'],,,,
Beaumaris,3193.0,Southern Metropolitan,5366.0,['Bayside'],"[('beach', 40), ('house', 34), ('walk', 29), ('bedroom', 25), ('area', 24), ('melbourne', 22), ('private', 21), ('home', 20), ('black', 20), ('rock', 20)]","[('beach', 23), ('black', 17), ('rock', 16), ('golf', 15), ('melbourne', 15), ('beaumaris', 12), ('bay', 11), ('walk', 11), ('courses', 10), ('shops', 10)]","[('station', 19), ('bus', 19), ('train', 18), ('city', 14), ('sandringham', 14), ('minute', 10), ('walk', 8), ('shopping', 8), ('stop', 7), ('car', 7)]",184.1304347826087
Berwick,3806.0,Eastern Victoria,17093.0,['Casey'],"[('room', 33), ('house', 24), ('berwick', 22), ('home', 21), ('bedroom', 15), ('drive', 15), ('minutes', 15), ('living', 14), ('area', 14), ('walk', 14)]","[('berwick', 12), ('minutes', 12), ('drive', 11), ('away', 9), ('quiet', 7), ('area', 7), ('park', 7), ('–', 7), ('close', 6), ('gardens', 6)]","[('berwick', 16), ('station', 15), ('train', 15), ('bus', 14), ('drive', 11), ('mins', 9), ('walk', 8), ('km', 8), ('min', 7), ('away', 7)]",134.66666666666666
Boronia,3155.0,Eastern Metropolitan,9704.0,['Knox'],,,,
Briar Hill,3088.0,Eastern Metropolitan,1390.0,['Banyule'],,,,
Broadmeadows,3047.0,Northern Metropolitan,4294.0,['Hume'],,,,
Bundoora,3083.0,Northern Metropolitan,10175.0,"['Banyule', 'Whittlesea', 'Darebin']","[('tram', 42), ('stop', 36), ('close', 29), ('rmit', 27), ('room', 27), ('shopping', 27), ('walk', 27), ('university', 26), ('bundoora', 25), ('house', 25)]","[('bundoora', 23), ('shopping', 17), ('close', 13), ('university', 12), ('park', 9), ('melbourne', 8), ('rmit', 8), ('walk', 8), ('centre', 7), ('minute', 7)]","[('stop', 37), ('tram', 36), ('take', 23), ('bus', 18), ('min', 18), ('mins', 17), ('walk', 16), ('bundoora', 15), ('city', 11), ('university', 10)]",77.1923076923077
Burnside Heights,3023.0,Western Metropolitan,1686.0,['Melton'],"[('away', 21), ('mins', 18), ('close', 16), ('centre', 14), ('melbourne', 13), ('guests', 13), ('house', 13), ('room', 12), ('kitchen', 12), ('use', 12)]","[('centre', 12), ('park', 10), ('shopping', 9), ('minutes', 6), ('deer', 6), ('st', 6), ('albans', 6), ('sunshine', 6), ('enough', 6), ('cairnlea', 6)]","[('station', 20), ('bus', 13), ('train', 12), ('minutes', 11), ('every', 9), ('mins', 9), ('drive', 8), ('away', 8), ('ginifer', 6), ('city', 6)]",113.6
Burwood East,3151.0,Eastern Metropolitan,4048.0,['Whitehorse'],"[('room', 30), ('shopping', 19), ('house', 16), ('one', 16), ('burwood', 13), ('private', 12), ('centre', 12), ('share', 12), ('two', 11), ('need', 10)]","[('burwood', 12), ('centre', 10), ('shopping', 8), ('waverley', 6), ('drive', 6), ('nearby', 6), ('east', 5), ('minute', 5), ('rd', 5), ('tram', 5)]","[('km', 12), ('city', 9), ('tram', 9), ('centre', 8), ('university', 8), ('bus', 8), ('shopping', 8), ('burwood', 7), ('monash', 6), ('mins', 5)]",104.06666666666666
Cairnlea,3023.0,Western Metropolitan,2674.0,['Brimbank'],"[('away', 21), ('mins', 18), ('close', 16), ('centre', 14), ('melbourne', 13), ('guests', 13), ('house', 13), ('room', 12), ('kitchen', 12), ('use', 12)]","[('centre', 12), ('park', 10), ('shopping', 9), ('minutes', 6), ('deer', 6), ('st', 6), ('albans', 6), ('sunshine', 6), ('enough', 6), ('cairnlea', 6)]","[('station', 20), ('bus', 13), ('train', 12), ('minutes', 11), ('every', 9), ('mins', 9), ('drive', 8), ('away', 8), ('ginifer', 6), ('city', 6)]",113.6
Caroline Springs,3023.0,Western Metropolitan,7719.0,['Melton'],"[('away', 21), ('mins', 18), ('close', 16), ('centre', 14), ('melbourne', 13), ('guests', 13), ('house', 13), ('room', 12), ('kitchen', 12), ('use', 12)]","[('centre', 12), ('park', 10), ('shopping', 9), ('minutes', 6), ('deer', 6), ('st', 6), ('albans', 6), ('sunshine', 6), ('enough', 6), ('cairnlea', 6)]","[('station', 20), ('bus', 13), ('train', 12), ('minutes', 11), ('every', 9), ('mins', 9), ('drive', 8), ('away', 8), ('ginifer', 6), ('city', 6)]",113.6
Cheltenham,3192.0,Southern Metropolitan,9758.0,"['Kingston', 'Bayside']","[('walk', 30), ('shopping', 30), ('train', 27), ('station', 26), ('southland', 25), ('bed', 22), ('area', 21), ('cheltenham', 21), ('living', 20), ('minutes', 20)]","[('cheltenham', 23), ('shopping', 21), ('golf', 15), ('southland', 15), ('walk', 15), ('melbourne', 13), ('train', 12), ('restaurants', 12), ('beach', 11), ('min', 11)]","[('walk', 28), ('station', 21), ('train', 19), ('min', 19), ('southland', 18), ('shopping', 15), ('bus', 13), ('centre', 12), ('mins', 11), ('cheltenham', 11)]",139.375
Craigieburn,3064.0,Northern Metropolitan,15510.0,['Hume'],"[('close', 58), ('house', 37), ('craigieburn', 37), ('room', 36), ('central', 27), ('melbourne', 25), ('home', 23), ('two', 23), ('shopping', 23), ('free', 23)]","[('quiet', 12), ('shopping', 10), ('km', 10), ('friendly', 9), ('located', 8), ('craigieburn', 8), ('central', 8), ('safe', 8), ('park', 8), ('away', 7)]","[('bus', 27), ('min', 26), ('craigieburn', 25), ('station', 23), ('driving', 21), ('shopping', 20), ('train', 20), ('stop', 17), ('city', 14), ('airport', 14)]",74.78571428571429
Cranbourne,3977.0,South-Eastern Metropolitan,7680.0,['Casey'],"[('room', 33), ('home', 27), ('house', 26), ('area', 25), ('guests', 21), ('minutes', 20), ('large', 19), ('walk', 17), ('min', 17), ('train', 16)]","[('walking', 7), ('area', 7), ('melbourne', 6), ('shopping', 6), ('peaceful', 6), ('neighbourhood', 5), ('plenty', 5), ('minutes', 5), ('walk', 4), ('golf', 4)]","[('train', 19), ('km', 17), ('walk', 15), ('min', 15), ('melbourne', 13), ('station', 13), ('shopping', 12), ('bus', 11), ('public', 10), ('drive', 8)]",77.58333333333333
Croydon,3136.0,Eastern Metropolitan,11925.0,['Maroondah'],,,,
Dandenong,3175.0,South-Eastern Metropolitan,10894.0,['Greater Dandenong'],"[('dandenong', 23), ('walk', 12), ('shopping', 10), ('access', 9), ('bedroom', 8), ('station', 8), ('house', 7), ('min', 7), ('bus', 7), ('short', 5)]","[('dandenong', 12), ('’', 7), ('minutes', 6), ('shopping', 5), ('walk', 4), ('restaurants', 4), ('street', 4), ('cafes', 3), ('nearby', 3), ('close', 3)]","[('train', 7), ('minutes', 5), ('bus', 5), ('station', 5), ('melbourne', 4), ('run', 3), ('walk', 3), ('dandenong', 3), ('front', 3), ('away', 3)]",103.125
Dandenong North,3175.0,South-Eastern Metropolitan,8322.0,['Greater Dandenong'],"[('dandenong', 23), ('walk', 12), ('shopping', 10), ('access', 9), ('bedroom', 8), ('station', 8), ('house', 7), ('min', 7), ('bus', 7), ('short', 5)]","[('dandenong', 12), ('’', 7), ('minutes', 6), ('shopping', 5), ('walk', 4), ('restaurants', 4), ('street', 4), ('cafes', 3), ('nearby', 3), ('close', 3)]","[('train', 7), ('minutes', 5), ('bus', 5), ('station', 5), ('melbourne', 4), ('run', 3), ('walk', 3), ('dandenong', 3), ('front', 3), ('away', 3)]",103.125
Diamond Creek,3089.0,Northern Victoria,4258.0,['Nillumbik'],,,,
Dingley Village,3172.0,South-Eastern Metropolitan,3940.0,['Kingston'],,,,
Doncaster East,3109.0,Eastern Metropolitan,10999.0,['Manningham'],"[('room', 32), ('available', 25), ('melbourne', 23), ('kitchen', 19), ('bedroom', 17), ('bus', 16), ('doncaster', 16), ('home', 15), ('east', 14), ('shopping', 14)]","[('doncaster', 26), ('east', 19), ('shopping', 18), ('hill', 16), ('box', 14), ('walking', 13), ('centre', 13), ('within', 12), ('well', 11), ('melbourne', 11)]","[('bus', 20), ('min', 19), ('km', 19), ('melbourne', 18), ('route', 15), ('take', 14), ('rd', 12), ('doncaster', 12), ('airport', 11), ('city', 11)]",109.26086956521739
Donvale,3111.0,Eastern Metropolitan,4790.0,['Manningham'],,,,
Doreen,3754.0,Northern Victoria,7254.0,['Whittlesea'],,,,
